com;typecom;reg;dep;arr;tncc;ncc;nccenr;libelle;can;comparent;nom_commune;latitude;longitude
1286;COM;84;1;11;0;PARVES ET NATTAGES;Parves et Nattages;Parves et Nattages;104;;Parves;45.75;5.75
1288;COM;84;1;13;0;PERON;Péron;Péron;120;;PÃ©ron;46.2;5.933333
1289;COM;84;1;12;0;PERONNAS;Péronnas;Péronnas;106;;PÃ©ronnas;46.183333;5.2
1290;COM;84;1;11;0;PEROUGES;Pérouges;Pérouges;112;;PÃ©rouges;45.9;5.183333
1291;COM;84;1;12;0;PERREX;Perrex;Perrex;123;;Perrex;46.233333;4.983333
1293;COM;84;1;14;0;PEYRIAT;Peyriat;Peyriat;116;;Peyriat;46.15;5.516667
1294;COM;84;1;11;0;PEYRIEU;Peyrieu;Peyrieu;104;;Peyrieu;;
1295;COM;84;1;12;0;PEYZIEUX SUR SAONE;Peyzieux-sur-Saône;Peyzieux-sur-Saône;108;;Peyzieux-sur-SaÃ´ne;46.116667;4.816667
1296;COM;84;1;12;0;PIRAJOUX;Pirajoux;Pirajoux;118;;Pirajoux;46.383333;5.3
1297;COM;84;1;12;0;PIZAY;Pizay;Pizay;112;;Pizay;45.883333;5.083333
1298;COM;84;1;14;0;PLAGNE;Plagne;Plagne;103;;Plagne;46.183333;5.733333
1299;COM;84;1;12;2;PLANTAY;Plantay;Le Plantay;107;;Le Plantay;46.016667;5.083333
1301;COM;84;1;12;0;POLLIAT;Polliat;Polliat;102;;Polliat;46.25;5.133333
1302;COM;84;1;11;0;POLLIEU;Pollieu;Pollieu;104;;Pollieu;45.8;5.75
1303;COM;84;1;14;0;PONCIN;Poncin;Poncin;116;;Poncin;46.083333;5.4
1304;COM;84;1;14;0;PONT D AIN;'Pont-d''Ain';'Pont-d''Ain';116;;'Pont-d''Ain';46.05;5.333333
1305;COM;84;1;12;0;PONT DE VAUX;Pont-de-Vaux;Pont-de-Vaux;117;;Pont-de-Vaux;46.433333;4.933333
1306;COM;84;1;12;0;PONT DE VEYLE;Pont-de-Veyle;Pont-de-Veyle;123;;Pont-de-Veyle;46.266667;4.883333
1307;COM;84;1;14;0;PORT;Port;Port;114;;Port;46.166667;5.566667
1308;COM;84;1;13;0;POUGNY;Pougny;Pougny;120;;Pougny;46.133333;5.95
1309;COM;84;1;12;0;POUILLAT;Pouillat;Pouillat;118;;Pouillat;46.333333;5.433333
1310;COM;84;1;11;0;PREMEYZEL;Prémeyzel;Prémeyzel;104;;PrÃ©meyzel;45.683333;5.65
1311;COM;84;1;11;0;PREMILLIEU;Prémillieu;Prémillieu;110;;PrÃ©millieu;45.866667;5.566667
1313;COM;84;1;13;0;PREVESSIN MOENS;Prévessin-Moëns;Prévessin-Moëns;119;;PrÃ©vessin-MoÃ«ns;46.25;6.083333
1314;COM;84;1;14;0;PRIAY;Priay;Priay;116;;Priay;46;5.283333
1317;COM;84;1;12;0;RAMASSE;Ramasse;Ramasse;118;;Ramasse;46.2;5.35
1318;COM;84;1;12;0;RANCE;Rancé;Rancé;122;;RancÃ©;45.966667;4.866667
1319;COM;84;1;12;0;RELEVANT;Relevant;Relevant;122;;Relevant;46.083333;4.95
1320;COM;84;1;12;0;REPLONGES;Replonges;Replonges;117;;Replonges;46.3;4.883333
1321;COM;84;1;12;0;REVONNAS;Revonnas;Revonnas;107;;Revonnas;46.166667;5.333333
1322;COM;84;1;12;0;REYRIEUX;Reyrieux;Reyrieux;121;;Reyrieux;45.933333;4.816667
1323;COM;84;1;12;0;REYSSOUZE;Reyssouze;Reyssouze;117;;Reyssouze;46.433333;4.916667
1325;COM;84;1;11;0;RIGNIEUX LE FRANC;Rignieux-le-Franc;Rignieux-le-Franc;112;;Rignieux-le-Franc;45.933333;5.183333
1328;COM;84;1;12;0;ROMANS;Romans;Romans;108;;Romans;46.116667;5.033333
1329;COM;84;1;11;0;ROSSILLON;Rossillon;Rossillon;104;;Rossillon;45.833333;5.6
1330;COM;84;1;11;0;RUFFIEU;Ruffieu;Ruffieu;110;;Ruffieu;46;5.666667
1331;COM;84;1;14;0;SAINT ALBAN;Saint-Alban;Saint-Alban;116;;Saint-Alban;46.1;5.45
1332;COM;84;1;12;0;SAINT ANDRE DE BAGE;Saint-André-de-Bâgé;Saint-André-de-Bâgé;117;;Saint-AndrÃ©-de-BÃ¢gÃ©;46.3;4.916667
1333;COM;84;1;12;0;SAINT ANDRE DE CORCY;Saint-André-de-Corcy;Saint-André-de-Corcy;122;;Saint-AndrÃ©-de-Corcy;45.916667;4.95
1334;COM;84;1;12;0;SAINT ANDRE D HUIRIAT;'Saint-André-d''Huiriat';'Saint-André-d''Huiriat';123;;'Saint-AndrÃ©-d''Huiriat';46.216667;4.916667
1335;COM;84;1;12;0;SAINT ANDRE LE BOUCHOUX;Saint-André-le-Bouchoux;Saint-André-le-Bouchoux;108;;Saint-AndrÃ©-le-Bouchoux;46.116667;5.083333
1336;COM;84;1;12;0;SAINT ANDRE SUR VIEUX JONC;Saint-André-sur-Vieux-Jonc;Saint-André-sur-Vieux-Jonc;107;;Saint-AndrÃ©-sur-Vieux-Jonc;46.15;5.066667
1337;COM;84;1;12;0;SAINT BENIGNE;Saint-Bénigne;Saint-Bénigne;117;;Saint-BÃ©nigne;46.433333;4.966667
1338;COM;84;1;11;0;GROSLEE SAINT BENOIT;Groslée-Saint-Benoit;Groslée-Saint-Benoit;189;;Saint-BenoÃ®t;45.7;5.583333
1339;COM;84;1;12;0;SAINT BERNARD;Saint-Bernard;Saint-Bernard;121;;Saint-Bernard;;
1342;COM;84;1;12;0;SAINTE CROIX;Sainte-Croix;Sainte-Croix;112;;Sainte-Croix;;
1343;COM;84;1;12;0;SAINT CYR SUR MENTHON;Saint-Cyr-sur-Menthon;Saint-Cyr-sur-Menthon;123;;Saint-Cyr-sur-Menthon;46.266667;4.983333
1344;COM;84;1;12;0;SAINT DENIS LES BOURG;Saint-Denis-lès-Bourg;Saint-Denis-lès-Bourg;106;;Saint-Denis-lÃ¨s-Bourg;46.2;5.2
1345;COM;84;1;11;0;SAINT DENIS EN BUGEY;Saint-Denis-en-Bugey;Saint-Denis-en-Bugey;101;;Saint-Denis-en-Bugey;45.95;5.333333
1346;COM;84;1;12;0;SAINT DIDIER D AUSSIAT;'Saint-Didier-d''Aussiat';'Saint-Didier-d''Aussiat';102;;'Saint-Didier-d''Aussiat';46.3;5.066667
1347;COM;84;1;12;0;SAINT DIDIER DE FORMANS;Saint-Didier-de-Formans;Saint-Didier-de-Formans;121;;Saint-Didier-de-Formans;45.95;4.783333
1348;COM;84;1;12;0;SAINT DIDIER SUR CHALARONNE;Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;108;;Saint-Didier-sur-Chalaronne;46.166667;4.816667
1349;COM;84;1;11;0;SAINT ELOI;Saint-Éloi;Saint-Éloi;112;;Saint-Eloi;45.933333;5.15
1350;COM;84;1;12;0;SAINT ETIENNE DU BOIS;Saint-Étienne-du-Bois;Saint-Étienne-du-Bois;118;;Saint-Etienne-du-Bois;46.283333;5.283333
1351;COM;84;1;12;0;SAINT ETIENNE SUR CHALARONNE;Saint-Étienne-sur-Chalaronne;Saint-Étienne-sur-Chalaronne;108;;Saint-Etienne-sur-Chalaronne;46.15;4.866667
1352;COM;84;1;12;0;SAINT ETIENNE SUR REYSSOUZE;Saint-Étienne-sur-Reyssouze;Saint-Étienne-sur-Reyssouze;117;;Saint-Etienne-sur-Reyssouze;46.4;5
1353;COM;84;1;12;0;SAINTE EUPHEMIE;Sainte-Euphémie;Sainte-Euphémie;121;;Sainte-EuphÃ©mie;45.966667;4.783333
1354;COM;84;1;13;0;SAINT GENIS POUILLY;Saint-Genis-Pouilly;Saint-Genis-Pouilly;119;;Saint-Genis-Pouilly;46.25;6.016667
1355;COM;84;1;12;0;SAINT GENIS SUR MENTHON;Saint-Genis-sur-Menthon;Saint-Genis-sur-Menthon;123;;Saint-Genis-sur-Menthon;46.283333;5.016667
1356;COM;84;1;12;0;SAINT GEORGES SUR RENON;Saint-Georges-sur-Renon;Saint-Georges-sur-Renon;108;;Saint-Georges-sur-Renon;46.1;5.033333
1357;COM;84;1;14;0;SAINT GERMAIN DE JOUX;Saint-Germain-de-Joux;Saint-Germain-de-Joux;103;;Saint-Germain-de-Joux;46.183333;5.733333
1358;COM;84;1;11;0;SAINT GERMAIN LES PAROISSES;Saint-Germain-les-Paroisses;Saint-Germain-les-Paroisses;104;;Saint-Germain-les-Paroisses;45.766667;5.616667
1359;COM;84;1;12;0;SAINT GERMAIN SUR RENON;Saint-Germain-sur-Renon;Saint-Germain-sur-Renon;108;;Saint-Germain-sur-Renon;46.083333;5.05
1360;COM;84;1;13;0;SAINT JEAN DE GONVILLE;Saint-Jean-de-Gonville;Saint-Jean-de-Gonville;120;;Saint-Jean-de-Gonville;46.216667;5.95
1361;COM;84;1;11;0;SAINT JEAN DE NIOST;Saint-Jean-de-Niost;Saint-Jean-de-Niost;111;;Saint-Jean-de-Niost;45.833333;5.216667
1362;COM;84;1;12;0;SAINT JEAN DE THURIGNEUX;Saint-Jean-de-Thurigneux;Saint-Jean-de-Thurigneux;122;;Saint-Jean-de-Thurigneux;45.95;4.883333
1363;COM;84;1;14;0;SAINT JEAN LE VIEUX;Saint-Jean-le-Vieux;Saint-Jean-le-Vieux;116;;Saint-Jean-le-Vieux;;
1364;COM;84;1;12;0;SAINT JEAN SUR REYSSOUZE;Saint-Jean-sur-Reyssouze;Saint-Jean-sur-Reyssouze;117;;Saint-Jean-sur-Reyssouze;46.4;5.066667
1365;COM;84;1;12;0;SAINT JEAN SUR VEYLE;Saint-Jean-sur-Veyle;Saint-Jean-sur-Veyle;123;;Saint-Jean-sur-Veyle;46.25;4.916667
1366;COM;84;1;11;0;SAINTE JULIE;Sainte-Julie;Sainte-Julie;111;;Sainte-Julie;45.883333;5.283333
1367;COM;84;1;12;0;SAINT JULIEN SUR REYSSOUZE;Saint-Julien-sur-Reyssouze;Saint-Julien-sur-Reyssouze;117;;Saint-Julien-sur-Reyssouze;46.4;5.116667
1368;COM;84;1;12;0;SAINT JULIEN SUR VEYLE;Saint-Julien-sur-Veyle;Saint-Julien-sur-Veyle;123;;Saint-Julien-sur-Veyle;46.2;4.95
1369;COM;84;1;12;0;SAINT JUST;Saint-Just;Saint-Just;107;;Saint-Just;;
1370;COM;84;1;12;0;SAINT LAURENT SUR SAONE;Saint-Laurent-sur-Saône;Saint-Laurent-sur-Saône;123;;Saint-Laurent-sur-SaÃ´ne;46.3;4.833333
1371;COM;84;1;12;0;SAINT MARCEL;Saint-Marcel;Saint-Marcel;122;;Saint-Marcel;;
1372;COM;84;1;11;0;SAINT MARTIN DE BAVEL;Saint-Martin-de-Bavel;Saint-Martin-de-Bavel;104;;Saint-Martin-de-Bavel;45.85;5.683333
1373;COM;84;1;14;0;SAINT MARTIN DU FRENE;Saint-Martin-du-Frêne;Saint-Martin-du-Frêne;114;;Saint-Martin-du-FrÃªne;46.133333;5.55
1374;COM;84;1;12;0;SAINT MARTIN DU MONT;Saint-Martin-du-Mont;Saint-Martin-du-Mont;107;;Saint-Martin-du-Mont;46.1;5.333333
1375;COM;84;1;12;0;SAINT MARTIN LE CHATEL;Saint-Martin-le-Châtel;Saint-Martin-le-Châtel;102;;Saint-Martin-le-ChÃ¢tel;46.283333;5.116667
1376;COM;84;1;12;0;SAINT MAURICE DE BEYNOST;Saint-Maurice-de-Beynost;Saint-Maurice-de-Beynost;113;;Saint-Maurice-de-Beynost;45.833333;4.966667
1378;COM;84;1;11;0;SAINT MAURICE DE GOURDANS;Saint-Maurice-de-Gourdans;Saint-Maurice-de-Gourdans;111;;Saint-Maurice-de-Gourdans;45.816667;5.2
1379;COM;84;1;11;0;SAINT MAURICE DE REMENS;Saint-Maurice-de-Rémens;Saint-Maurice-de-Rémens;101;;Saint-Maurice-de-RÃ©mens;45.95;5.283333
1380;COM;84;1;12;0;SAINT NIZIER LE BOUCHOUX;Saint-Nizier-le-Bouchoux;Saint-Nizier-le-Bouchoux;117;;Saint-Nizier-le-Bouchoux;46.45;5.15
1381;COM;84;1;12;0;SAINT NIZIER LE DESERT;Saint-Nizier-le-Désert;Saint-Nizier-le-Désert;107;;Saint-Nizier-le-DÃ©sert;46.05;5.15
1382;COM;84;1;12;0;SAINTE OLIVE;Sainte-Olive;Sainte-Olive;122;;Sainte-Olive;46.016667;4.933333
1383;COM;84;1;12;0;SAINT PAUL DE VARAX;Saint-Paul-de-Varax;Saint-Paul-de-Varax;108;;Saint-Paul-de-Varax;46.1;5.133333
1384;COM;84;1;11;0;SAINT RAMBERT EN BUGEY;Saint-Rambert-en-Bugey;Saint-Rambert-en-Bugey;101;;Saint-Rambert-en-Bugey;45.95;5.433333
1385;COM;84;1;12;0;SAINT REMY;Saint-Rémy;Saint-Rémy;106;;Saint-RÃ©my;46.183333;5.166667
1386;COM;84;1;11;0;SAINT SORLIN EN BUGEY;Saint-Sorlin-en-Bugey;Saint-Sorlin-en-Bugey;111;;Saint-Sorlin-en-Bugey;45.883333;5.366667
1387;COM;84;1;12;0;SAINT SULPICE;Saint-Sulpice;Saint-Sulpice;102;;Saint-Sulpice;;
1388;COM;84;1;12;0;SAINT TRIVIER DE COURTES;Saint-Trivier-de-Courtes;Saint-Trivier-de-Courtes;117;;Saint-Trivier-de-Courtes;46.466667;5.083333
1389;COM;84;1;12;0;SAINT TRIVIER SUR MOIGNANS;Saint-Trivier-sur-Moignans;Saint-Trivier-sur-Moignans;122;;Saint-Trivier-sur-Moignans;46.066667;4.9
1390;COM;84;1;11;0;SAINT VULBAS;Saint-Vulbas;Saint-Vulbas;111;;Saint-Vulbas;45.833333;5.283333
1391;COM;84;1;12;0;SALAVRE;Salavre;Salavre;118;;Salavre;46.366667;5.35
1392;COM;84;1;14;0;SAMOGNAT;Samognat;Samognat;116;;Samognat;46.25;5.583333
1393;COM;84;1;12;0;SANDRANS;Sandrans;Sandrans;108;;Sandrans;46.066667;4.983333
1396;COM;84;1;11;0;SAULT BRENAZ;Sault-Brénaz;Sault-Brénaz;111;;Sault-BrÃ©naz;45.85;5.416667
1397;COM;84;1;13;0;SAUVERNY;Sauverny;Sauverny;109;;Sauverny;46.316667;6.116667
1398;COM;84;1;12;0;SAVIGNEUX;Savigneux;Savigneux;122;;Savigneux;46;4.85
1399;COM;84;1;13;0;SEGNY;Ségny;Ségny;120;;SÃ©gny;46.3;6.083333
1400;COM;84;1;11;0;SEILLONNAZ;Seillonnaz;Seillonnaz;111;;Seillonnaz;45.8;5.483333
1401;COM;84;1;13;0;SERGY;Sergy;Sergy;120;;Sergy;46.25;6
1402;COM;84;1;12;0;SERMOYER;Sermoyer;Sermoyer;117;;Sermoyer;46.5;4.983333
1403;COM;84;1;11;0;SERRIERES DE BRIORD;Serrières-de-Briord;Serrières-de-Briord;111;;SerriÃ¨res-de-Briord;;
1404;COM;84;1;14;0;SERRIERES SUR AIN;Serrières-sur-Ain;Serrières-sur-Ain;116;;SerriÃ¨res-sur-Ain;46.15;5.45
1405;COM;84;1;12;0;SERVAS;Servas;Servas;107;;Servas;46.133333;5.166667
1406;COM;84;1;12;0;SERVIGNAT;Servignat;Servignat;117;;Servignat;46.433333;5.066667
1407;COM;84;1;11;0;SEYSSEL;Seyssel;Seyssel;110;;Seyssel;45.96;5.83
1408;COM;84;1;12;0;SIMANDRE SUR SURAN;Simandre-sur-Suran;Simandre-sur-Suran;118;;Simandre-sur-Suran;46.216667;5.416667
1410;COM;84;1;14;0;SONTHONNAX LA MONTAGNE;Sonthonnax-la-Montagne;Sonthonnax-la-Montagne;116;;Sonthonnax-la-Montagne;46.233333;5.533333
1411;COM;84;1;11;0;SOUCLIN;Souclin;Souclin;111;;Souclin;45.866667;5.416667
1412;COM;84;1;12;0;SULIGNAT;Sulignat;Sulignat;108;;Sulignat;46.166667;4.966667
1415;COM;84;1;11;0;TALISSIEU;Talissieu;Talissieu;110;;Talissieu;45.866667;5.716667
1416;COM;84;1;11;0;TENAY;Tenay;Tenay;110;;Tenay;45.916667;5.5
1418;COM;84;1;12;0;THIL;Thil;Thil;113;;Thil;45.816667;5.016667
1419;COM;84;1;13;0;THOIRY;Thoiry;Thoiry;120;;Thoiry;;
1420;COM;84;1;12;0;THOISSEY;Thoissey;Thoissey;108;;Thoissey;46.166667;4.8
1421;COM;84;1;11;0;TORCIEU;Torcieu;Torcieu;101;;Torcieu;45.916667;5.4
1422;COM;84;1;12;0;TOSSIAT;Tossiat;Tossiat;107;;Tossiat;46.133333;5.316667
1423;COM;84;1;12;0;TOUSSIEUX;Toussieux;Toussieux;121;;Toussieux;45.966667;4.833333
1424;COM;84;1;12;0;TRAMOYES;Tramoyes;Tramoyes;113;;Tramoyes;45.866667;4.966667
1425;COM;84;1;12;3;TRANCLIERE;Tranclière;La Tranclière;107;;La TrancliÃ¨re;46.116667;5.266667
1426;COM;84;1;12;0;VAL REVERMONT;Val-Revermont;Val-Revermont;118;;Treffort-Cuisiat;;
1427;COM;84;1;12;0;TREVOUX;Trévoux;Trévoux;121;;TrÃ©voux;45.933333;4.766667
1428;COM;84;1;12;0;VALEINS;Valeins;Valeins;108;;Valeins;46.116667;4.866667
1429;COM;84;1;12;0;VANDEINS;Vandeins;Vandeins;102;;Vandeins;46.216667;5.083333
1430;COM;84;1;14;0;VARAMBON;Varambon;Varambon;116;;Varambon;46.033333;5.316667
1431;COM;84;1;11;0;VAUX EN BUGEY;Vaux-en-Bugey;Vaux-en-Bugey;101;;Vaux-en-Bugey;45.916667;5.35
1432;COM;84;1;12;0;VERJON;Verjon;Verjon;118;;Verjon;46.35;5.35
1433;COM;84;1;12;0;VERNOUX;Vernoux;Vernoux;117;;Vernoux;46.483333;5.116667
1434;COM;84;1;12;0;VERSAILLEUX;Versailleux;Versailleux;107;;Versailleux;45.983333;5.1
1435;COM;84;1;13;0;VERSONNEX;Versonnex;Versonnex;109;;Versonnex;;
1436;COM;84;1;13;0;VESANCY;Vesancy;Vesancy;109;;Vesancy;46.35;6.083333
1437;COM;84;1;12;0;VESCOURS;Vescours;Vescours;117;;Vescours;46.466667;5.033333
1439;COM;84;1;12;0;VESINES;Vésines;Vésines;117;;VÃ©sines;46.35;4.866667
1441;COM;84;1;14;0;VIEU D IZENAVE;'Vieu-d''Izenave';'Vieu-d''Izenave';110;;'Vieu-d''Izenave';46.083333;5.533333
1443;COM;84;1;12;0;VILLARS LES DOMBES;Villars-les-Dombes;Villars-les-Dombes;122;;Villars-les-Dombes;46;5.016667
1444;COM;84;1;11;0;VILLEBOIS;Villebois;Villebois;111;;Villebois;45.85;5.433333
1445;COM;84;1;12;0;VILLEMOTIER;Villemotier;Villemotier;118;;Villemotier;46.35;5.316667
1446;COM;84;1;12;0;VILLENEUVE;Villeneuve;Villeneuve;122;;Villeneuve;;
1447;COM;84;1;12;0;VILLEREVERSURE;Villereversure;Villereversure;118;;Villereversure;46.183333;5.383333
1448;COM;84;1;14;0;VILLES;Villes;Villes;103;;Villes;46.083333;5.783333
1449;COM;84;1;12;0;VILLETTE SUR AIN;Villette-sur-Ain;Villette-sur-Ain;107;;Villette-sur-Ain;;
1450;COM;84;1;11;0;VILLIEU LOYES MOLLON;Villieu-Loyes-Mollon;Villieu-Loyes-Mollon;111;;Villieu-Loyes-Mollon;;
1451;COM;84;1;12;0;VIRIAT;Viriat;Viriat;105;;Viriat;46.25;5.216667
1452;COM;84;1;11;0;VIRIEU LE GRAND;Virieu-le-Grand;Virieu-le-Grand;104;;Virieu-le-Grand;45.85;5.65
1453;COM;84;1;11;1;ARVIERE EN VALROMEY;Arvière-en-Valromey;Arvière-en-Valromey;110;;Virieu-le-Petit;45.9;5.716667
1454;COM;84;1;11;0;VIRIGNIN;Virignin;Virignin;104;;Virignin;45.716667;5.716667
1456;COM;84;1;11;0;VONGNES;Vongnes;Vongnes;104;;Vongnes;45.816667;5.716667
1457;COM;84;1;12;0;VONNAS;Vonnas;Vonnas;123;;Vonnas;46.216667;5
2001;COM;32;2;22;1;ABBECOURT;Abbécourt;Abbécourt;203;;AbbÃ©court;49.6;3.183333
2002;COM;32;2;22;1;ACHERY;Achery;Achery;218;;Achery;49.683333;3.383333
2003;COM;32;2;24;1;ACY;Acy;Acy;217;;Acy;49.35;3.416667
2004;COM;32;2;22;1;AGNICOURT ET SECHELLES;Agnicourt-et-Séchelles;Agnicourt-et-Séchelles;211;;Agnicourt-et-SÃ©chelles;49.716667;3.95
2005;COM;32;2;22;1;AGUILCOURT;Aguilcourt;Aguilcourt;206;;Aguilcourt;49.4;3.966667
2006;COM;32;2;25;1;AISONVILLE ET BERNOVILLE;Aisonville-et-Bernoville;Aisonville-et-Bernoville;207;;Aisonville-et-Bernoville;49.933333;3.533333
2007;COM;32;2;22;1;AIZELLES;Aizelles;Aizelles;206;;Aizelles;49.483333;3.816667
2008;COM;32;2;24;1;AIZY JOUY;Aizy-Jouy;Aizy-Jouy;205;;Aizy-Jouy;;
2009;COM;32;2;23;1;ALAINCOURT;Alaincourt;Alaincourt;212;;Alaincourt;49.75;3.366667
2010;COM;32;2;24;1;ALLEMANT;Allemant;Allemant;205;;Allemant;49.466667;3.45
2011;COM;32;2;24;1;AMBLENY;Ambleny;Ambleny;220;;Ambleny;49.383333;3.183333
2012;COM;32;2;24;1;AMBRIEF;Ambrief;Ambrief;221;;Ambrief;49.316667;3.4
2013;COM;32;2;22;1;AMIFONTAINE;Amifontaine;Amifontaine;206;;Amifontaine;49.483333;3.916667
2014;COM;32;2;22;1;AMIGNY ROUY;Amigny-Rouy;Amigny-Rouy;203;;Amigny-Rouy;49.6;3.3
2015;COM;32;2;24;1;ANCIENVILLE;Ancienville;Ancienville;221;;Ancienville;49.216667;3.216667
2016;COM;32;2;22;1;ANDELAIN;Andelain;Andelain;218;;Andelain;49.633333;3.366667
2017;COM;32;2;22;1;ANGUILCOURT LE SART;Anguilcourt-le-Sart;Anguilcourt-le-Sart;218;;Anguilcourt-le-Sart;49.683333;3.433333
2018;COM;32;2;22;1;ANIZY LE GRAND;Anizy-le-Grand;Anizy-le-Grand;209;;Anizy-le-ChÃ¢teau;49.5;3.45
2019;COM;32;2;23;1;ANNOIS;Annois;Annois;212;;Annois;49.716667;3.166667
2020;COM;32;2;25;1;ANY MARTIN RIEUX;Any-Martin-Rieux;Any-Martin-Rieux;208;;Any-Martin-Rieux;49.883333;4.2165
2021;COM;32;2;25;1;ARCHON;Archon;Archon;219;;Archon;49.741667;4.116667
2022;COM;32;2;24;1;ARCY SAINTE RESTITUE;Arcy-Sainte-Restitue;Arcy-Sainte-Restitue;221;;Arcy-Sainte-Restitue;49.25;3.466667
2023;COM;32;2;21;1;ARMENTIERES SUR OURCQ;Armentières-sur-Ourcq;Armentières-sur-Ourcq;221;;ArmentiÃ¨res-sur-Ourcq;49.183333;3.383333
2024;COM;32;2;22;1;ARRANCY;Arrancy;Arrancy;210;;Arrancy;49.483333;3.75
2025;COM;32;2;23;1;ARTEMPS;Artemps;Artemps;212;;Artemps;49.766667;3.183333
2027;COM;32;2;22;1;ASSIS SUR SERRE;Assis-sur-Serre;Assis-sur-Serre;211;;Assis-sur-Serre;49.683333;3.566667
2028;COM;32;2;22;1;ATHIES SOUS LAON;Athies-sous-Laon;Athies-sous-Laon;210;;Athies-sous-Laon;49.566667;3.683333
2029;COM;32;2;23;1;ATTILLY;Attilly;Attilly;213;;Attilly;49.85;3.166667
2030;COM;32;2;23;1;AUBENCHEUL AUX BOIS;Aubencheul-aux-Bois;Aubencheul-aux-Bois;201;;Aubencheul-aux-Bois;50.033333;3.266667
2031;COM;32;2;25;1;AUBENTON;Aubenton;Aubenton;208;;Aubenton;49.833333;4.2
2032;COM;32;2;23;1;AUBIGNY AUX KAISNES;Aubigny-aux-Kaisnes;Aubigny-aux-Kaisnes;212;;Aubigny-aux-Kaisnes;49.783333;3.116667
2033;COM;32;2;22;1;AUBIGNY EN LAONNOIS;Aubigny-en-Laonnois;Aubigny-en-Laonnois;206;;Aubigny-en-Laonnois;49.5;3.8
2034;COM;32;2;24;1;AUDIGNICOURT;Audignicourt;Audignicourt;220;;Audignicourt;49.483333;3.133333
2035;COM;32;2;25;1;AUDIGNY;Audigny;Audigny;207;;Audigny;49.85;3.65
2036;COM;32;2;24;1;AUGY;Augy;Augy;205;;Augy;49.333333;3.516667
2037;COM;32;2;22;1;AULNOIS SOUS LAON;Aulnois-sous-Laon;Aulnois-sous-Laon;209;;Aulnois-sous-Laon;49.616667;3.6
2038;COM;32;2;25;4;AUTELS;Autels;Les Autels;219;;Les Autels;49.766667;4.2257
2039;COM;32;2;22;1;AUTREMENCOURT;Autremencourt;Autremencourt;211;;Autremencourt;49.7;3.8
2040;COM;32;2;25;1;AUTREPPES;Autreppes;Autreppes;219;;Autreppes;49.9;3.85
2041;COM;32;2;22;1;AUTREVILLE;Autreville;Autreville;203;;Autreville;49.583333;3.233333
2042;COM;32;2;21;1;AZY SUR MARNE;Azy-sur-Marne;Azy-sur-Marne;204;;Azy-sur-Marne;49;3.366667
2043;COM;32;2;24;0;BAGNEUX;Bagneux;Bagneux;216;;Bagneux;49.466667;3.283333
2044;COM;32;2;25;0;BANCIGNY;Bancigny;Bancigny;219;;Bancigny;49.8;4.016667
2046;COM;32;2;22;0;BARENTON BUGNY;Barenton-Bugny;Barenton-Bugny;211;;Barenton-Bugny;49.633333;3.65
2047;COM;32;2;22;0;BARENTON CEL;Barenton-Cel;Barenton-Cel;211;;Barenton-Cel;49.65;3.633333
2048;COM;32;2;22;0;BARENTON SUR SERRE;Barenton-sur-Serre;Barenton-sur-Serre;211;;Barenton-sur-Serre;49.666667;3.683333
2049;COM;32;2;22;0;BARISIS AUX BOIS;Barisis-aux-Bois;Barisis-aux-Bois;220;;Barisis;;
2050;COM;32;2;25;0;BARZY EN THIERACHE;Barzy-en-Thiérache;Barzy-en-Thiérache;207;;Barzy-en-ThiÃ©rache;50.033333;3.75
2051;COM;32;2;21;0;BARZY SUR MARNE;Barzy-sur-Marne;Barzy-sur-Marne;204;;Barzy-sur-Marne;49.083333;3.55
2052;COM;32;2;22;0;BASSOLES AULERS;Bassoles-Aulers;Bassoles-Aulers;209;;Bassoles-Aulers;49.533333;3.383333
2053;COM;32;2;21;0;VALLEES EN CHAMPAGNE;Vallées en Champagne;Vallées en Champagne;204;;Baulne-en-Brie;48.983333;3.616667
2054;COM;32;2;24;0;BAZOCHES SUR VESLES;Bazoches-sur-Vesles;Bazoches-sur-Vesles;205;;Bazoches-sur-Vesles;;
2055;COM;32;2;25;0;BEAUME;Beaumé;Beaumé;208;;BeaumÃ©;49.833333;4.15
2056;COM;32;2;22;0;BEAUMONT EN BEINE;Beaumont-en-Beine;Beaumont-en-Beine;203;;Beaumont-en-Beine;49.7;3.133333
2057;COM;32;2;23;0;BEAUREVOIR;Beaurevoir;Beaurevoir;201;;Beaurevoir;50;3.3
2058;COM;32;2;22;0;BEAURIEUX;Beaurieux;Beaurieux;206;;Beaurieux;49.4;3.733333
2059;COM;32;2;22;0;BEAUTOR;Beautor;Beautor;218;;Beautor;49.65;3.333333
2060;COM;32;2;23;0;BEAUVOIS EN VERMANDOIS;Beauvois-en-Vermandois;Beauvois-en-Vermandois;213;;Beauvois-en-Vermandois;49.816667;3.1
2061;COM;32;2;23;0;BECQUIGNY;Becquigny;Becquigny;201;;Becquigny;;
2062;COM;32;2;21;0;BELLEAU;Belleau;Belleau;202;;Belleau;49.1;3.3
2063;COM;32;2;23;0;BELLENGLISE;Bellenglise;Bellenglise;201;;Bellenglise;49.916667;3.25
2064;COM;32;2;24;0;BELLEU;Belleu;Belleu;217;;Belleu;49.366667;3.333333
